sorteo,fecha,ventas_totales,boletos_estimados,LOTO_n1,LOTO_n2,LOTO_n3,LOTO_n4,LOTO_n5,LOTO_n6,LOTO_comodin,LOTO_GANADORES,LOTO_MONTO,LOTO_POZO_ACUMULADO,LOTO_POZO_REAL,RECARGADO_n1,RECARGADO_n6,RECARGADO_6_ACIERTOS_GANADORES,RECARGADO_POZO_ACUMULADO,REVANCHA_n1,REVANCHA_n6,REVANCHA_GANADORES,REVANCHA_POZO_ACUMULADO,DESQUITE_n1,DESQUITE_n6,DESQUITE_GANADORES,DESQUITE_POZO_ACUMULADO,AHORA_SI_QUE_SI_n1,AHORA_SI_QUE_SI_n6,AHORA_SI_QUE_SI_GANADORES,AHORA_SI_QUE_SI_ACUMULADO,SUPER_DUPLA_2_ACIERTOS_COMODIN_MONTO,REVANCHA_n5,SUPER_QUINA_5_ACIERTOS_COMODIN_MONTO,RECARGADO_n4,JUBILAZO_2_n6,JUBILAZO_1_n2,JUBILAZO_1_pos4,TERNA_3_ACIERTOS_POZO_REAL,JUBILAZO_1_n6,DESQUITE_MONTO,DESQUITE_n3,DESQUITE_pos5,AHORA_SI_QUE_SI_pos4,AHORA_SI_QUE_SI_n4,DESQUITE_n5,REVANCHA_pos2,QUINA_5_ACIERTOS_MONTO,JUBILAZO_1_n1,DESQUITE_POZO_REAL,QUINA_5_ACIERTOS_GANADORES,REVANCHA_n4,SUPER_TERNA_3_ACIERTOS_COMODIN_GANADORES,RECARGADO_pos4,MULTIPLICAR_pos1,JUBILAZO_2_pos6,LOTO_pos2,REVANCHA_MONTO,REVANCHA_n2,RECARGADO_n3,DESQUITE_pos3,JUBILAZO_2_n2,AHORA_SI_QUE_SI_pos6,LOTO_pos5,DESQUITE_n2,RECARGADO_pos3,REVANCHA_POZO_REAL,mes,dia_semana,RECARGADO_pos5,JUBILAZO_1_pos6,MULTIPLICAR_n1,JUBILAZO_1_n5,AHORA_SI_QUE_SI_pos1,JUBILAZO_1_pos3,SUPER_QUINA_5_ACIERTOS_COMODIN_POZO_REAL,CUATERNA_4_ACIERTOS_GANADORES,TERNA_3_ACIERTOS_GANADORES,DESQUITE_pos1,AHORA_SI_QUE_SI_n5,JUBILAZO_2_n3,RECARGADO_6_ACIERTOS_POZO_REAL,RECARGADO_6_ACIERTOS_MONTO,RECARGADO_pos2,REVANCHA_pos4,JUBILAZO_2_pos5,DESQUITE_pos2,SUPER_TERNA_3_ACIERTOS_COMODIN_POZO_REAL,SUPER_CUATERNA_4_ACIERTOS_COMODIN_MONTO,JUBILAZO_1_pos2,RECARGADO_pos6,DESQUITE_n4,SUPER_TERNA_3_ACIERTOS_COMODIN_MONTO,LOTO_pos6,LOTO_pos3,SUPER_DUPLA_2_ACIERTOS_COMODIN_GANADORES,SUPER_CUATERNA_4_ACIERTOS_COMODIN_GANADORES,REVANCHA_pos5,JUBILAZO_2_pos1,anio,REVANCHA_pos1,TERNA_3_ACIERTOS_MONTO,JUBILAZO_2_n1,SUPER_DUPLA_2_ACIERTOS_COMODIN_POZO_REAL,AHORA_SI_QUE_SI_pos3,CUATERNA_4_ACIERTOS_POZO_REAL,RECARGADO_n5,dia,JUBILAZO_1_n3,AHORA_SI_QUE_SI_n2,SUPER_CUATERNA_4_ACIERTOS_COMODIN_POZO_REAL,JUBILAZO_2_n4,AHORA_SI_QUE_SI_n3,REVANCHA_n3,LOTO_pos1,AHORA_SI_QUE_SI_pos5,OTRO_n1,CUATERNA_4_ACIERTOS_MONTO,QUINA_5_ACIERTOS_POZO_REAL,JUBILAZO_2_pos4,JUBILAZO_1_pos5,JUBILAZO_2_pos3,JUBILAZO_2_pos2,LOTO_pos4,JUBILAZO_1_pos1,REVANCHA_pos6,JUBILAZO_1_n4,DESQUITE_pos6,OTRO_pos1,REVANCHA_pos3,JUBILAZO_2_n5,AHORA_SI_QUE_SI_pos2,RECARGADO_n2,DESQUITE_pos4,RECARGADO_pos1,SUPER_QUINA_5_ACIERTOS_COMODIN_GANADORES
4524,2020-08-11 21:00:00,0,0,10,13,14,16,25,32,35,0,0,260000000,154421885,2,37,0,,1,31,0,,6,34,0,,,,,,2298000,30,5054940,26,,9,9,0,40,0,30,33,,,33,16,1312240,3,275388693,8,27,292,32,3,,32,0,16,18,31,,,14,11,2,493630332,8,Tuesday,26,12,3,25,,40,2926383,249,4012,34,,,670024853,0,18,18,,30,0,1312300,3,37,31,1311080,25,10,2298,10,27,,2020,31,4212600,,0,,0,32,11,12,,0,,,18,13,,3,1312230,0,,25,,,16,14,1,14,11,3,30,,,12,6,12,1
4525,2020-08-13 21:00:00,0,0,7,11,12,29,31,38,23,0,0,270000000,203957654,2,40,0,,9,40,0,,1,37,0,,,,,,3812000,36,0,23,,15,24,0,39,0,19,2,,,32,36,1341510,3,282746032,1,31,474,2,4,,38,0,16,8,19,,,11,2,23,505179949,8,Thursday,36,3,4,30,,15,0,268,4094,37,,,685751230,0,8,16,,32,0,1341450,30,40,22,1341420,29,12,3812,15,9,,2020,40,4298700,,0,,0,36,13,17,,0,,,23,7,,5,1342680,0,,17,,,31,39,31,24,1,5,23,,,7,22,7,0
4526,2020-08-16 21:00:00,0,0,5,21,22,26,33,37,36,0,0,330000000,253111539,2,20,0,,4,41,0,,3,22,1,,,,,,3366000,35,0,12,,13,13,0,30,295103620,6,5,,,18,32,1873250,8,290286385,5,32,377,10,3,,5,0,8,10,18,,,22,5,7,517028240,8,Sunday,17,30,3,24,,24,2281472,338,5627,11,,,701891550,0,2,4,,6,0,1873200,8,20,11,1873690,21,33,3366,14,19,,2020,41,5908350,,0,,0,17,16,15,,0,,,19,26,,4,1872520,0,,15,,,37,18,8,18,22,4,35,,,7,3,12,0
4527,2020-08-18 21:00:00,0,0,2,14,17,20,26,39,13,0,0,380000000,323843956,3,25,0,,1,29,0,,4,38,0,,,,,,3350000,19,0,19,,10,25,0,40,0,22,4,,,33,1,1407420,7,0,7,18,320,12,7,,14,0,8,17,22,,,26,12,17,533967490,8,Tuesday,3,15,7,25,,40,5467293,262,3856,30,,,724875228,0,19,8,,12,0,1407450,7,25,30,1408000,17,39,3350,15,9,,2020,29,4434400,,0,,0,23,18,15,,0,,,9,20,,9,1406940,0,,10,,,2,22,19,22,38,9,18,,,12,33,23,0
4528,2020-08-20 21:00:00,0,0,10,13,16,32,33,40,24,0,0,440000000,376152094,5,34,0,,4,41,0,,5,37,0,,,,,,3099000,33,0,25,,16,16,0,41,0,12,7,,,27,14,1444260,9,7884883,6,32,364,30,4,,40,0,14,23,37,,,16,7,25,546445622,8,Thursday,5,22,4,33,,41,7860825,204,3231,5,,,741814354,0,23,32,,27,0,1444200,24,20,13,1445080,13,33,3099,12,33,,2020,4,4555710,,0,,0,30,20,22,,0,,,19,10,,6,1444320,0,,33,,,32,9,19,24,13,6,41,,,20,12,34,0
4529,2020-08-23 21:00:00,0,0,15,19,25,30,38,40,13,0,0,520000000,430166973,8,39,0,,6,36,0,,13,37,0,,,,,,4205000,19,13405230,26,,7,6,0,30,0,16,34,,,34,6,1976750,6,15918205,5,14,407,39,3,,15,0,11,14,14,,,25,14,14,559190919,8,Sunday,12,27,3,27,,25,10317025,256,4542,16,,,759127407,0,26,14,,37,0,1976700,7,8,26,1978020,40,30,4205,10,36,,2020,19,6222540,,0,,0,31,23,8,,0,,,13,38,,5,1976320,0,,8,,,19,30,13,25,26,5,11,,,12,13,31,1
4530,2020-08-25 21:00:00,0,0,4,9,13,15,33,40,7,0,0,560000000,504148002,4,41,0,,3,38,0,,10,35,0,,,,,,5888000,36,0,21,,18,11,0,36,0,24,10,,,34,26,1433400,11,27252807,5,32,716,13,2,,15,0,13,13,35,,,9,21,21,577076585,8,Tuesday,30,36,2,27,,25,0,338,4897,33,,,783426930,0,41,36,,24,0,1433460,23,4,33,1432000,33,4,5888,42,3,,2020,13,5141850,,0,,0,30,25,23,,0,,,26,40,,1,1433120,0,,27,,,13,18,38,25,34,1,32,,,8,21,8,0
4531,2020-08-27 21:00:00,0,0,5,11,13,23,30,33,10,0,0,620000000,554260845,2,29,0,,4,36,0,,8,41,0,,,,,,4372000,32,0,24,,7,7,0,37,0,31,31,,,40,32,1515060,3,35213217,19,26,593,29,7,,5,0,10,16,8,,,33,13,27,589798218,8,Thursday,16,3,7,32,,17,2437761,561,6578,33,,,800682773,0,2,10,,13,0,1515010,32,24,33,1518080,30,11,4372,23,26,,2020,4,6906900,,0,,0,27,27,11,,0,,,25,23,,7,1514700,0,,37,,,13,11,36,17,40,7,25,,,7,41,7,0
4532,2020-08-30 21:00:00,0,0,10,18,28,33,35,36,12,0,0,710000000,607613286,7,31,0,,11,40,0,,2,35,0,,,,,,4711000,30,0,18,,12,34,0,36,0,17,2,,,29,26,2031660,9,43642156,9,27,454,13,4,,10,0,16,13,17,,,18,13,18,603255626,8,Sunday,31,9,4,34,,32,5014460,335,5401,13,,,818927158,0,10,40,,35,0,2031680,12,7,23,2033920,35,28,4711,16,16,,2020,27,6373180,,0,,0,19,30,18,,0,,,26,36,,1,2030100,0,,36,,,33,18,30,32,23,1,11,,,10,29,19,0
4533,2020-09-01 21:00:00,0,0,9,11,12,22,40,41,1,0,0,750000000,683276164,1,33,0,,19,40,0,,2,36,0,,,,,,4222000,38,0,10,,14,9,0,41,0,14,17,,,35,38,1502160,9,55299709,4,37,502,4,3,,12,0,26,4,14,,,41,7,24,621738519,9,Tuesday,33,14,3,28,,18,8469632,238,4038,7,,,843976711,0,1,34,,35,0,1502160,28,3,17,1500980,22,11,4222,22,26,,2020,37,4724460,,0,,0,24,1,18,,0,,,34,9,,9,1501780,0,,41,,,40,23,40,23,36,9,19,,,3,2,10,0
4534,2020-09-03 21:00:00,0,0,9,11,21,25,26,38,19,0,0,810000000,738454173,1,32,0,,1,33,0,,25,41,0,,,,,,3811000,29,0,28,,10,26,0,27,0,32,25,,,40,2,1537360,7,63672412,8,25,470,31,3,,38,0,2,25,41,,,11,28,28,635130699,9,Thursday,1,7,3,26,,10,11024288,280,5176,37,,,862139300,0,25,25,,28,0,1537320,27,19,37,1536900,25,26,3811,23,1,,2020,33,5434800,,0,,0,31,3,19,,0,,,23,21,,8,1537200,0,,19,,,9,21,23,21,40,8,29,,,19,32,32,0
4535,2020-09-06 21:00:00,0,0,1,3,11,24,31,36,39,0,0,880000000,794835133,7,37,0,,11,41,0,,2,34,0,,,,,,3233000,40,16908640,26,,9,39,0,39,0,19,23,,,31,39,2126740,6,72250198,22,39,429,21,3,,3,0,12,21,2,,,24,13,20,648842888,9,Sunday,27,31,3,32,,12,13638808,634,8610,19,,,880726623,0,37,40,,34,0,2125640,32,7,23,2127840,31,11,3233,22,35,,2020,12,9040500,,0,,0,27,6,12,,0,,,35,1,,4,3176340,0,,9,,,36,6,41,31,13,4,11,,,20,31,26,1
4536,2020-09-08 21:00:00,0,0,2,3,18,24,32,40,14,0,0,940000000,872233021,1,38,0,,2,41,0,,5,34,0,,,,,,3975000,34,0,27,,11,25,0,27,0,7,23,,,23,18,1671240,7,84484421,3,26,495,1,3,,18,0,4,23,7,,,3,6,38,668233698,9,Tuesday,23,15,3,25,,14,0,312,4964,15,,,906982494,0,28,26,,6,0,1671270,11,4,15,1673100,32,2,3975,17,41,,2020,34,5261840,,0,,0,28,8,14,,0,,,18,24,,6,1672320,0,,27,,,40,7,4,15,34,6,2,,,4,5,27,0
4537,2020-09-10 21:00:00,0,0,2,23,28,33,40,41,17,0,0,990000000,934348330,6,38,0,,4,40,0,,1,40,0,,,,,,3889000,30,0,33,,16,35,0,40,0,5,18,,,32,30,1736910,2,93889898,9,26,416,7,2,,23,0,16,12,32,,,41,4,38,683243455,9,Thursday,35,2,2,35,,40,2842260,269,4168,1,,,927367035,0,6,26,,40,0,1736910,16,33,18,1738880,40,33,3889,21,4,,2020,40,5460080,,0,,0,35,10,22,,0,,,24,28,,3,1737740,0,,33,,,2,22,24,33,5,3,16,,,7,4,12,0
4538,2020-09-13 21:00:00,0,0,2,5,6,20,25,31,32,0,0,1080000000,999158541,10,35,0,,8,34,0,,6,29,0,,,,,,4198000,33,0,26,,11,34,0,40,0,14,14,,,20,27,2354000,4,103652166,20,27,500,31,2,,2,0,10,23,20,,,20,7,35,698794284,9,Sunday,21,4,2,34,,27,5796108,652,9710,7,,,948443488,0,26,10,,6,0,2353000,40,23,18,2355000,25,5,4198,20,21,,2020,34,10195500,,0,,0,31,13,22,,0,,,21,31,,6,3103520,0,,11,,,6,22,8,27,29,6,33,,,21,18,10,0
4539,2020-09-15 21:00:00,0,0,5,7,15,21,26,41,22,0,0,1180000000,1084437287,4,35,0,,3,41,0,,2,38,0,,,,,,4829000,39,0,19,,22,10,0,40,0,10,13,,,22,39,1852550,10,117173371,7,25,660,28,3,,15,0,10,17,5,,,21,5,19,720250070,9,Tuesday,6,38,3,38,,22,9797821,539,7766,10,,,977494284,0,35,25,,38,0,1852620,31,4,13,1854600,7,26,4829,33,3,,2020,10,8154300,,0,,0,28,15,24,,0,,,19,5,,0,1854160,0,,40,,,41,24,41,31,2,0,19,,,6,22,17,0
4540,2020-09-17 21:00:00,0,0,5,10,24,25,29,33,26,0,0,1230000000,1150496863,5,26,0,,6,41,0,,11,41,0,,,,,,4254000,33,0,16,,4,25,0,30,0,23,25,,,37,29,1986840,1,127623719,12,31,522,15,2,,29,0,8,15,22,,,24,22,26,736902293,9,Thursday,5,30,2,27,,4,12948454,464,7043,37,,,1000086677,0,12,8,,41,0,1986800,11,16,25,1988820,5,10,4254,20,41,,2020,6,7395150,,0,,0,24,17,11,,0,,,29,25,,6,1985920,0,,27,,,33,1,33,25,23,6,31,,,12,11,24,0
4541,2020-09-20 21:00:00,0,0,10,18,23,26,31,37,36,0,0,1280000000,1223669265,3,34,0,,7,35,0,,5,39,0,,,,,,2785000,34,0,28,,5,9,0,36,0,17,39,,,33,33,1671120,3,138945324,12,33,321,19,7,,18,0,9,19,25,,,10,16,28,754892054,9,Sunday,7,36,7,20,,6,16327499,330,4452,17,,,1024486737,0,34,15,,5,0,1671000,3,31,25,1672410,37,26,2785,20,7,,2020,34,5253360,,0,,0,31,20,6,,0,,,15,31,,5,1735800,0,,20,,,23,5,9,9,16,5,35,,,7,33,3,0
4542,2020-09-22 21:00:00,0,0,1,4,5,10,18,24,17,0,0,1380000000,1286937365,4,38,0,,3,40,0,,9,34,0,,,,,,5650000,15,22080460,12,,7,28,0,28,0,18,11,,,22,7,1976730,4,148508230,21,13,802,4,2,,5,0,4,8,19,,,10,11,14,770180868,9,Tuesday,5,14,2,27,,4,19169458,731,8680,9,,,1045203028,0,12,4,,22,0,1976540,11,38,19,1980940,24,4,5650,37,40,,2020,15,9114000,,0,,0,14,22,11,,0,,,7,1,,4,1973700,0,,7,,,18,27,3,14,18,4,13,,,5,34,8,1
4543,2020-09-24 21:00:00,0,0,2,6,21,25,27,37,40,0,0,1430000000,1356493913,4,36,0,,2,34,0,,4,41,0,,,,,,3174000,28,3373800,14,,30,29,0,38,0,17,25,,,30,28,2024230,29,159656385,13,18,401,14,3,,37,0,6,11,30,,,27,8,4,787971390,9,Thursday,36,37,3,37,,35,0,438,6787,8,,,1069392381,0,31,6,,17,0,2024360,38,7,25,2025050,21,25,3174,17,2,,2020,34,7126350,,0,,0,31,24,33,,0,,,17,2,,4,2233800,0,,33,,,6,30,18,35,4,4,17,,,7,41,11,1
4544,2020-09-27 21:00:00,0,0,4,5,16,26,29,37,2,0,0,1550000000,1432429586,1,36,0,,7,26,0,,8,39,0,,,,,,7075000,25,4396180,19,,16,13,0,41,0,12,12,,,33,17,2637720,13,171124058,12,24,890,1,2,,29,0,8,17,39,,,37,10,26,806255534,9,Sunday,17,16,2,35,,35,0,461,7678,10,,,1094164870,0,7,26,,8,0,2637580,26,19,29,2634400,4,26,7075,38,7,,2020,8,8292240,,0,,0,26,27,26,,0,,,17,5,,1,2636920,0,,29,,,16,41,25,29,29,1,24,,,7,33,36,1
4545,2020-09-29 21:00:00,0,0,12,16,29,30,35,38,15,0,0,1600000000,1529672987,12,40,0,,1,35,0,,2,37,0,,,,,,4123000,32,0,37,,8,8,0,38,0,12,37,,,35,27,2194520,2,186376825,4,28,441,37,4,,12,0,11,33,35,,,30,6,33,830445249,9,Tuesday,39,20,4,20,,12,0,264,4586,6,,,1126845303,0,12,32,,2,0,2194530,2,40,21,2196180,35,38,4123,13,28,,2020,11,6879000,,0,,0,39,29,12,,0,,,27,16,,6,2193840,0,,14,,,29,38,1,14,21,6,35,,,30,12,30,0
4546,2020-10-01 21:00:00,0,0,2,5,11,13,24,33,36,0,0,1690000000,1612388890,4,35,0,,1,33,0,,2,40,0,,,,,,5437000,26,7586100,32,,9,12,0,41,0,16,19,,,32,1,2357120,7,198805342,29,23,841,28,2,,11,0,12,28,2,,,5,13,34,850210874,10,Thursday,35,9,2,34,,7,3732162,913,10532,13,,,1153717286,0,32,18,,32,0,2357200,18,4,19,2354800,33,13,5437,40,23,,2020,12,11058600,,0,,0,34,1,12,,0,,,18,24,,7,2602050,0,,34,,,2,41,33,18,16,7,26,,,13,40,13,3
4547,2020-10-04 21:00:00,0,0,5,7,28,29,34,38,1,1,1771258220,1800000000,1696222059,2,39,0,,4,32,0,,3,32,0,,,,,,7776000,20,0,35,,17,17,0,38,0,9,16,,,29,8,3007020,1,212249794,6,18,819,35,7,,5,0,8,33,3,,,7,5,37,871570044,10,Sunday,21,30,7,36,,26,0,457,8050,5,,,1182682067,0,39,18,,29,0,3006900,38,33,16,3005730,29,38,7776,30,20,,2020,4,9418500,,0,,0,37,4,26,,0,,,9,28,,1,3007060,0,,1,,,34,36,9,30,32,1,32,,,21,9,2,0
4548,2020-10-06 21:00:00,0,0,11,14,17,29,33,40,19,0,0,250000000,0,1,41,0,,1,23,0,,10,40,0,,,,,,4861000,21,0,27,,16,33,0,38,0,28,28,,,37,21,2168880,12,229848474,8,17,533,26,4,,33,0,2,26,40,,,40,11,27,899441453,10,Tuesday,41,16,4,33,,38,5113976,413,6396,10,,,1220323246,0,32,1,,11,0,2168870,12,20,33,2169310,29,11,4861,11,2,,2020,23,6843720,,0,,0,32,6,20,,0,,,7,14,,7,2168250,0,,20,,,17,28,17,28,33,7,7,,,20,37,1,0
4549,2020-10-08 21:00:00,0,0,6,15,16,33,34,37,18,0,0,280000000,80902820,2,36,0,,10,33,0,,11,39,0,,,,,,4525000,27,0,33,,7,6,0,41,0,21,30,,,36,27,2130060,6,242687648,3,16,407,36,2,,15,0,14,19,11,,,6,15,35,919757101,10,Thursday,2,15,2,34,,41,8802495,275,4700,36,,,1247774495,0,33,10,,21,0,2130180,34,11,30,2128610,16,37,4525,26,14,,2020,15,6674000,,0,,0,35,8,13,,0,,,15,34,,9,2131250,0,,7,,,33,13,33,15,15,9,16,,,11,39,19,0
4550,2020-10-11 21:00:00,0,0,4,11,14,20,29,32,23,0,0,300000000,160661787,6,39,0,,7,24,0,,5,38,0,,,,,,7301000,23,16676450,17,,12,8,0,41,0,9,5,,,22,23,2700000,8,255231335,18,22,1009,6,2,,29,0,8,11,8,,,4,8,25,939619710,10,Sunday,8,41,2,33,,33,12425042,707,9345,9,,,1274675888,0,39,21,,22,0,2699860,19,11,16,2704120,14,32,7301,61,8,,2020,7,9812250,,0,,0,25,11,18,,0,,,21,20,,6,2700740,0,,12,,,11,18,24,19,38,6,22,,,8,16,17,1
4551,2020-10-13 21:00:00,0,0,1,15,19,23,28,29,2,0,0,350000000,258781516,2,40,0,,1,32,1,,9,26,0,,,,,,6037000,26,0,21,,14,17,0,34,0,18,9,,,25,26,2184900,12,271400234,6,16,749,40,4,,23,965910520,5,19,26,,,15,13,21,965166703,10,Tuesday,19,21,4,30,,12,0,524,7373,25,,,1309226143,0,2,1,,22,0,2184840,34,29,22,2187080,29,19,6037,34,16,,2020,5,7741650,,0,,0,29,13,17,,0,,,15,28,,9,2185080,0,,30,,,1,14,32,21,18,9,15,,,8,13,8,0
4552,2020-10-15 21:00:00,0,0,10,11,16,28,34,36,12,0,0,440000000,338256594,1,29,0,,14,39,0,,3,37,0,,,,,,4575000,27,7243590,13,,11,11,0,19,0,20,20,,,22,23,2161250,8,284265237,5,23,462,29,2,,36,0,15,9,16,,,28,16,13,0,10,Thursday,1,8,2,16,,13,3715798,349,5528,21,,,1336920868,0,18,14,,3,0,2161250,16,5,21,2162160,11,34,4575,13,15,,2020,21,6799440,,0,,0,18,15,13,,0,,,21,16,,1,2160310,0,,14,,,10,19,39,14,37,1,27,,,5,22,9,1
4553,2020-10-18 21:00:00,0,0,1,4,20,24,33,35,14,0,0,550000000,419173404,3,41,0,,18,35,0,,11,36,0,,,,,,6991000,32,0,34,,4,2,0,39,0,15,17,,,24,30,2774580,2,296789307,6,30,819,13,4,,20,0,23,20,24,,,33,13,41,19607460,10,Sunday,20,10,4,35,,39,0,495,7971,13,,,1364009883,0,40,32,,36,0,2774410,4,3,17,2776410,4,24,6991,47,35,,2020,26,8688390,,0,,0,40,18,10,,0,,,26,1,,9,2776950,0,,35,,,35,26,23,26,11,9,18,,,13,15,34,0
4554,2020-10-20 21:00:00,0,0,4,6,9,21,27,31,19,0,0,600000000,521950116,2,31,0,,7,39,0,,8,31,0,,,,,,6815000,23,0,18,,22,41,0,41,0,14,15,,,26,39,2270730,7,313201053,33,20,1189,31,5,,9,0,13,13,26,,,21,11,13,45175910,10,Tuesday,18,27,5,34,,22,4718647,975,10951,14,,,1399314421,0,2,18,,11,0,2270630,34,25,15,2270990,31,4,6815,67,7,,2020,13,11498550,,0,,0,25,20,27,,0,,,18,27,,9,2271750,0,,32,,,6,7,23,32,31,9,20,,,12,8,12,0
4555,2020-10-22 21:00:00,0,0,5,9,16,17,20,24,12,0,0,710000000,600466656,15,40,0,,11,40,0,,2,38,0,,,,,,6962000,37,12212980,22,,21,23,0,41,0,20,20,,,34,35,2282750,6,326279723,23,36,1082,37,3,,20,0,12,20,34,,,24,18,18,65588051,10,Thursday,15,6,3,27,,27,8580120,707,8921,38,,,1427739241,0,22,12,,18,0,2282490,24,20,31,2283020,9,5,6962,63,11,,2020,36,9367050,,0,,0,37,22,23,,0,,,35,16,,0,2283610,0,,21,,,17,41,40,24,2,0,37,,,18,31,40,2
4556,2020-10-25 21:00:00,0,0,13,18,26,36,37,39,3,0,0,790000000,681527870,3,33,0,,3,41,0,,7,37,0,,,,,,7668000,39,0,27,,13,29,0,38,0,13,13,,,36,10,2725160,11,339401551,4,34,904,20,7,,39,0,10,20,7,,,36,8,31,86047519,10,Sunday,17,11,7,34,,34,0,366,5825,8,,,1456249845,0,3,27,,29,0,2725040,38,33,29,2721040,18,37,7668,46,41,,2020,3,8562750,,0,,0,31,25,19,,0,,,27,13,,0,2726700,0,,19,,,26,13,34,29,37,0,39,,,17,36,27,0
4557,2020-10-27 21:00:00,0,0,15,17,18,25,27,35,34,0,0,880000000,781631338,10,40,0,,15,36,0,,4,35,0,,,,,,3606000,34,0,31,,11,41,0,41,0,21,4,,,27,22,2273480,6,355380325,11,22,454,30,2,,25,0,20,30,14,,,27,14,10,110898953,10,Tuesday,31,11,2,36,,36,4634623,548,7898,24,,,1490713894,0,40,21,,35,0,2273600,6,21,24,2274540,15,35,3606,14,36,,2020,20,8292900,,0,,0,35,27,17,,0,,,21,17,,4,2772880,0,,26,,,18,17,15,26,21,4,34,,,21,27,35,0
4558,2020-10-29 21:00:00,0,0,4,11,14,18,23,33,36,0,0,970000000,866310356,13,33,0,,4,37,0,,2,23,0,,,,,,5030000,29,12082660,18,,10,10,0,39,0,8,23,,,21,8,2250960,7,368424419,24,15,664,33,2,,23,0,8,15,8,,,4,5,13,131244517,10,Thursday,15,26,2,38,,39,8501160,906,9930,20,,,1519202703,0,14,37,,2,0,2250910,7,28,20,2250960,33,18,5030,53,29,,2020,15,10426500,,0,,0,28,29,26,,0,,,13,11,,5,3116640,0,,28,,,14,38,4,28,21,5,13,,,14,5,18,2
4559,2020-11-01 21:00:00,0,0,4,17,19,22,27,38,25,0,0,1050000000,946019954,4,34,0,,1,37,0,,10,39,1,,,,,,6577000,27,0,16,,15,7,0,34,390402080,24,39,,,38,24,2913300,7,381252967,27,24,762,17,7,,17,0,6,11,10,,,27,16,11,151243589,11,Sunday,34,30,7,32,,32,0,615,9278,16,,,1547174857,0,4,22,,38,0,2913240,15,16,29,2910840,19,4,6577,33,6,,2020,37,9741900,,0,,0,17,1,21,,0,,,22,38,,6,2915100,0,,21,,,22,34,27,30,29,6,1,,,7,24,7,0
4560,2020-11-03 21:00:00,0,0,2,26,27,36,37,39,17,0,0,1150000000,1054083584,1,35,0,,2,41,0,,13,39,0,,,,,,5086000,22,0,16,,14,27,0,40,0,29,13,,,35,2,2313540,4,0,6,19,557,16,4,,39,0,7,12,29,,,27,22,35,177862182,11,Tuesday,12,4,4,34,,26,4954382,258,4745,35,,,1584150672,0,1,14,,22,0,2313530,40,7,34,2311550,26,36,5086,17,22,,2020,19,7259850,,0,,0,31,3,26,,0,,,14,2,,3,2314260,0,,34,,,37,14,7,27,34,3,41,,,7,39,31,0
4561,2020-11-05 21:00:00,0,0,8,20,33,35,38,40,26,0,0,1240000000,1140528725,8,29,0,,7,35,0,,7,40,0,,,,,,3925000,33,0,15,,12,21,0,31,0,19,32,,,32,27,2310810,4,13151172,3,28,428,10,5,,38,0,9,12,11,,,40,11,8,198395705,11,Thursday,16,31,5,21,,14,8888950,318,4891,29,,,1612938987,0,29,7,,40,0,2310840,12,12,29,2311200,35,8,3925,18,35,,2020,9,7287590,,0,,0,16,5,14,,0,,,27,33,,3,2311860,0,,4,,,20,17,33,17,7,3,28,,,10,19,15,0
4562,2020-11-08 21:00:00,0,0,24,25,29,30,40,41,2,1,1315191170,1360000000,1228011614,5,34,0,,3,39,0,,2,37,0,,,,,,6546000,38,0,29,,7,13,0,33,0,25,35,,,35,17,3047760,1,26264744,9,32,605,13,4,,24,0,6,13,19,,,30,19,10,218925305,11,Sunday,29,33,4,32,,18,12818884,325,5912,25,,,1641756674,0,33,6,,2,0,3047730,32,34,29,3049200,25,41,6546,21,3,,2020,38,9577440,,0,,0,33,8,13,,0,,,17,29,,2,3048500,0,,1,,,40,7,32,18,29,2,39,,,10,37,5,0
4563,2020-11-10 21:00:00,0,0,5,16,32,34,40,41,20,0,0,200000000,0,12,36,0,,2,28,0,,4,41,0,,,,,,3696000,27,0,23,,12,12,0,40,0,29,38,,,38,18,2133120,6,44020935,12,24,432,21,3,,5,0,9,21,41,,,40,7,25,246630211,11,Tuesday,23,40,3,28,,28,18002207,261,4158,29,,,1680354387,0,19,2,,4,0,2133130,24,12,35,2134080,32,41,3696,19,27,,2020,28,6694380,,0,,0,25,10,19,,0,,,18,16,,2,2132370,0,,6,,,34,19,9,24,7,2,24,,,19,35,36,0
4564,2020-11-12 21:00:00,0,0,9,14,15,19,27,41,21,0,0,240000000,80715448,12,39,0,,3,38,0,,2,33,0,,,,,,6417000,34,0,25,,8,33,0,33,0,9,2,,,20,34,2150960,6,56390109,7,24,813,27,4,,19,0,16,23,9,,,41,3,16,265952361,11,Thursday,25,24,4,25,,9,21630018,405,6951,12,,,1707425864,0,23,38,,3,0,2150820,25,12,12,2154450,14,27,6417,27,22,,2020,16,7298550,,0,,0,27,12,9,,0,,,22,9,,1,2150550,0,,6,,,15,8,24,24,20,1,3,,,16,33,39,0
