sorteo,fecha,ventas_totales,boletos_estimados,LOTO_n1,LOTO_n2,LOTO_n3,LOTO_n4,LOTO_n5,LOTO_n6,LOTO_comodin,LOTO_GANADORES,LOTO_MONTO,LOTO_POZO_ACUMULADO,LOTO_POZO_REAL,RECARGADO_n1,RECARGADO_n6,RECARGADO_6_ACIERTOS_GANADORES,RECARGADO_POZO_ACUMULADO,REVANCHA_n1,REVANCHA_n6,REVANCHA_GANADORES,REVANCHA_POZO_ACUMULADO,DESQUITE_n1,DESQUITE_n6,DESQUITE_GANADORES,DESQUITE_POZO_ACUMULADO,AHORA_SI_QUE_SI_n1,AHORA_SI_QUE_SI_n6,AHORA_SI_QUE_SI_GANADORES,AHORA_SI_QUE_SI_ACUMULADO,SUPER_DUPLA_2_ACIERTOS_COMODIN_MONTO,REVANCHA_n5,SUPER_QUINA_5_ACIERTOS_COMODIN_MONTO,RECARGADO_n4,JUBILAZO_2_n6,JUBILAZO_1_n2,JUBILAZO_1_pos4,TERNA_3_ACIERTOS_POZO_REAL,JUBILAZO_1_n6,DESQUITE_MONTO,DESQUITE_n3,DESQUITE_pos5,AHORA_SI_QUE_SI_pos4,AHORA_SI_QUE_SI_n4,DESQUITE_n5,REVANCHA_pos2,QUINA_5_ACIERTOS_MONTO,JUBILAZO_1_n1,DESQUITE_POZO_REAL,QUINA_5_ACIERTOS_GANADORES,REVANCHA_n4,SUPER_TERNA_3_ACIERTOS_COMODIN_GANADORES,RECARGADO_pos4,MULTIPLICAR_pos1,JUBILAZO_2_pos6,LOTO_pos2,REVANCHA_MONTO,REVANCHA_n2,RECARGADO_n3,DESQUITE_pos3,JUBILAZO_2_n2,AHORA_SI_QUE_SI_pos6,LOTO_pos5,DESQUITE_n2,RECARGADO_pos3,REVANCHA_POZO_REAL,mes,dia_semana,RECARGADO_pos5,JUBILAZO_1_pos6,MULTIPLICAR_n1,JUBILAZO_1_n5,AHORA_SI_QUE_SI_pos1,JUBILAZO_1_pos3,SUPER_QUINA_5_ACIERTOS_COMODIN_POZO_REAL,CUATERNA_4_ACIERTOS_GANADORES,TERNA_3_ACIERTOS_GANADORES,DESQUITE_pos1,AHORA_SI_QUE_SI_n5,JUBILAZO_2_n3,RECARGADO_6_ACIERTOS_POZO_REAL,RECARGADO_6_ACIERTOS_MONTO,RECARGADO_pos2,REVANCHA_pos4,JUBILAZO_2_pos5,DESQUITE_pos2,SUPER_TERNA_3_ACIERTOS_COMODIN_POZO_REAL,SUPER_CUATERNA_4_ACIERTOS_COMODIN_MONTO,JUBILAZO_1_pos2,RECARGADO_pos6,DESQUITE_n4,SUPER_TERNA_3_ACIERTOS_COMODIN_MONTO,LOTO_pos6,LOTO_pos3,SUPER_DUPLA_2_ACIERTOS_COMODIN_GANADORES,SUPER_CUATERNA_4_ACIERTOS_COMODIN_GANADORES,REVANCHA_pos5,JUBILAZO_2_pos1,anio,REVANCHA_pos1,TERNA_3_ACIERTOS_MONTO,JUBILAZO_2_n1,SUPER_DUPLA_2_ACIERTOS_COMODIN_POZO_REAL,AHORA_SI_QUE_SI_pos3,CUATERNA_4_ACIERTOS_POZO_REAL,RECARGADO_n5,dia,JUBILAZO_1_n3,AHORA_SI_QUE_SI_n2,SUPER_CUATERNA_4_ACIERTOS_COMODIN_POZO_REAL,JUBILAZO_2_n4,AHORA_SI_QUE_SI_n3,REVANCHA_n3,LOTO_pos1,AHORA_SI_QUE_SI_pos5,OTRO_n1,CUATERNA_4_ACIERTOS_MONTO,QUINA_5_ACIERTOS_POZO_REAL,JUBILAZO_2_pos4,JUBILAZO_1_pos5,JUBILAZO_2_pos3,JUBILAZO_2_pos2,LOTO_pos4,JUBILAZO_1_pos1,REVANCHA_pos6,JUBILAZO_1_n4,DESQUITE_pos6,OTRO_pos1,REVANCHA_pos3,JUBILAZO_2_n5,AHORA_SI_QUE_SI_pos2,RECARGADO_n2,DESQUITE_pos4,RECARGADO_pos1,SUPER_QUINA_5_ACIERTOS_COMODIN_GANADORES
4237,2018-10-11 21:00:00,0,0,11,13,29,37,39,41,17,0,0,2440000000,2295905947,,,0,,6,18,0,,3,26,0,,7,35,,,6893000,17,0,,,4,4,0,41,0,12,3,14,14,24,10,3308800,2,0,10,14,691,,2,,37,0,10,,20,,35,13,10,,97888411,10,Thursday,,41,2,36,10,36,35076220,477,7525,12,29,,835266710,0,,12,,10,0,3308880,6,,20,3309890,41,29,6893,24,6,,2018,14,10384500,,0,29,0,,11,6,9,0,,10,12,39,7,,3310380,0,,2,,,11,19,18,19,26,,17,,9,,24,,0
4238,2018-10-14 21:00:00,0,0,4,16,20,26,29,32,12,0,0,2650000000,2419923776,,,0,,8,33,0,,2,37,0,,3,31,,,11109000,30,0,,,12,13,0,38,0,13,13,29,22,32,33,4431180,4,0,23,26,1522,,3,,4,0,9,,32,,31,16,11,,105961008,10,Sunday,,38,3,32,3,32,40703508,927,12729,2,29,,868605486,0,,9,,25,0,4431040,27,,25,4429020,20,32,11109,61,8,,2018,12,13874610,,0,18,0,,14,13,14,0,,18,12,29,14,,4431060,0,,4,,,26,12,30,27,11,,26,,22,,37,,0
4239,2018-10-16 21:00:00,0,0,3,4,7,9,15,29,13,0,0,2740000000,2584132852,,,0,,3,19,0,,8,37,0,,6,41,,,13330000,13,52514310,,,3,3,0,36,0,25,34,37,36,34,11,3143700,2,0,35,11,2353,,3,,9,0,6,,25,,18,7,19,,117263364,10,Tuesday,,2,3,27,6,27,48239525,1578,16972,8,37,,913878992,0,,19,,19,0,3144400,36,,30,3153020,29,4,13330,140,3,,2018,6,17820600,,0,36,0,,16,9,18,0,,29,10,15,41,,3140220,0,,20,,,3,9,13,20,37,,10,,29,,30,,3
4240,2018-10-18 21:00:00,0,0,3,10,23,24,27,34,14,0,0,2890000000,2686932246,,,0,,2,24,0,,3,35,0,,9,33,,,10035000,23,6224360,,,19,10,0,32,0,19,27,12,23,28,10,3734640,10,0,27,11,1455,,5,,24,0,5,,3,,31,27,17,,124936216,10,Thursday,,32,5,28,23,28,0,836,12169,17,31,,945750387,0,,5,,19,0,3734450,19,,27,3739350,34,23,10035,95,2,,2018,24,12777450,,0,33,0,,18,21,12,0,,19,10,3,19,,3736920,0,,21,,,10,25,11,25,35,,23,,9,,28,,1
4241,2018-10-21 21:00:00,0,0,5,17,20,26,27,30,6,0,0,3090000000,2823530879,,,1,,7,33,0,,6,37,0,,12,39,,,13903000,25,0,,,10,25,0,37,0,25,9,29,29,29,18,5112000,5,0,30,22,1823,,4,,27,0,11,,6,,12,30,9,,134176375,10,Sunday,,10,4,34,32,37,0,1291,17921,27,32,,983647999,1015360220,,33,,37,0,5112000,12,,27,5104400,5,17,13903,72,7,,2018,22,18817050,,0,39,0,,21,12,20,0,,25,18,26,25,,5112360,0,,5,,,20,34,25,25,29,,11,,20,,25,,0
4242,2018-10-23 21:00:00,0,0,20,24,27,32,34,38,15,0,0,3220000000,3008996932,,,0,,13,33,0,,7,41,0,,2,40,,,7474000,24,14758760,,,16,38,0,38,0,17,7,3,14,39,15,3743350,14,0,5,23,779,,3,,38,0,15,,28,,14,27,9,,147275071,10,Tuesday,,34,3,36,28,16,8693725,426,7721,41,28,,0,0,,13,,9,0,3743320,27,,28,3746990,32,24,7474,28,23,,2018,16,11735920,,0,9,0,,23,27,3,0,,9,16,34,2,,3744540,0,,36,,,20,14,24,34,39,,33,,40,,17,,1
4243,2018-10-25 21:00:00,0,0,1,8,9,14,22,40,4,0,0,3360000000,3149640822,,,0,,12,38,0,,14,37,0,,8,37,,,12337000,35,0,,,9,15,0,38,0,27,34,21,34,34,35,3736730,8,0,19,29,1666,,3,,22,0,26,,27,,34,1,25,,156192320,10,Thursday,,38,3,31,35,8,0,818,11990,37,35,,35518390,0,,29,,14,0,3736600,28,,33,3731840,40,9,12337,68,12,,2018,28,12589500,,0,37,0,,25,15,21,0,,29,28,8,8,,3738260,0,,31,,,14,9,38,28,25,,26,,29,,33,,0
4244,2018-10-28 21:00:00,0,0,9,12,19,20,31,39,4,1,3402994870,3570000000,3284184173,,,0,,2,39,0,,4,38,1,,3,32,,,14523000,25,0,,,14,35,0,35,195185210,20,4,3,23,37,2,5128310,2,0,23,14,1839,,2,,39,0,7,,38,,32,12,16,,165054477,10,Sunday,,14,2,24,23,22,6355021,891,13895,16,31,,70718856,0,,39,,37,0,5128000,2,,21,5130810,20,9,14523,80,7,,2018,25,16118200,,0,6,0,,28,18,6,0,,22,13,19,22,,5132160,0,,24,,,31,18,14,22,20,,13,,31,,21,,0
4245,2018-10-30 21:00:00,0,0,4,7,11,32,38,40,15,0,0,250000000,0,,,0,,6,23,0,,3,37,0,,1,40,,,5780000,22,18784430,,,13,13,0,32,0,7,37,13,36,36,15,2405700,4,0,6,18,715,,2,,40,0,11,,3,,36,32,4,,177873461,10,Tuesday,,15,2,26,1,32,15076453,429,6691,13,39,,120223466,0,,18,,4,0,2405760,4,,13,2402400,38,4,5780,28,6,,2018,11,7560830,,0,40,0,,30,15,13,0,,32,15,7,32,,2406690,0,,25,,,11,26,23,25,36,,22,,39,,7,,1
4246,2018-11-01 21:00:00,0,0,6,10,16,21,26,37,11,0,0,330000000,89376503,,,0,,11,36,0,,7,31,0,,8,36,,,5417000,31,3599750,,,13,21,0,39,0,11,11,21,28,25,20,2159730,11,0,27,21,675,,2,,10,0,13,,31,,36,6,10,,183966500,11,Thursday,,39,2,31,28,19,0,676,6648,10,30,,144599178,0,,13,,25,0,2159700,13,,17,2160000,26,37,5417,69,36,,2018,21,6980400,,0,30,0,,1,19,19,0,,21,20,16,8,,2197000,0,,31,,,21,11,31,21,17,,11,,19,,7,,1
4247,2018-11-04 21:00:00,0,0,9,13,16,23,24,31,17,0,0,420000000,169153794,,,0,,2,32,0,,4,33,0,,5,34,,,8833000,30,0,,,6,6,0,36,0,15,4,5,21,31,6,3171960,3,0,22,29,1160,,3,,9,0,6,,10,,19,23,10,,189527009,11,Sunday,,12,3,31,34,3,0,828,11774,31,24,,166750401,0,,30,,33,0,3171840,31,,22,3166800,24,31,8833,59,32,,2018,29,12362700,,0,21,0,,4,12,18,0,,19,17,13,18,,3171240,0,,36,,,16,14,17,14,22,,2,,24,,15,,0
4248,2018-11-06 21:00:00,0,0,9,20,30,32,34,36,26,0,0,500000000,283324224,,,0,,11,41,0,,1,37,0,,6,34,,,4487000,29,0,,,16,13,0,40,0,13,33,34,23,33,28,2461150,13,0,5,28,493,,2,,36,0,14,,1,,23,20,7,,197882015,11,Tuesday,,16,2,29,18,29,5394384,378,5989,17,26,,199429787,0,,14,,13,0,2461200,25,,17,2460070,34,9,4487,20,29,,2018,11,7725810,,0,12,0,,6,18,12,0,,18,26,32,26,,2460780,0,,40,,,30,18,26,25,37,,41,,6,,7,,0
4249,2018-11-08 21:00:00,0,0,6,19,25,28,34,36,11,0,0,590000000,376225774,,,0,,16,37,0,,2,34,0,,2,40,,,6278000,34,0,,,14,32,0,33,0,23,10,2,17,31,34,2402190,8,0,9,30,734,,2,,34,0,18,,34,,17,28,10,,204098153,11,Thursday,,33,2,32,15,14,9580022,436,6238,2,36,,224404933,0,,16,,23,0,2402100,23,,30,2400180,19,25,6278,34,37,,2018,30,7547980,,0,40,0,,8,16,7,0,,15,24,36,7,,2402360,0,,16,,,6,8,18,23,31,,24,,36,,30,,0
4250,2018-11-11 21:00:00,0,0,1,2,7,8,12,35,19,0,0,690000000,464954338,,,0,,9,33,0,,19,37,0,,2,33,,,10066000,29,0,,,15,41,0,41,0,26,19,2,21,33,21,3409240,6,0,29,23,1343,,7,,1,0,13,,33,,22,8,21,,210117872,11,Sunday,,6,7,40,10,21,13665372,1013,13758,26,22,,248723019,0,,13,,27,0,3409280,40,,27,3411220,12,2,10066,56,23,,2018,9,14445900,,0,21,0,,11,21,3,0,,10,21,7,33,,3413810,0,,15,,,35,27,29,27,37,,33,,3,,21,,0
4251,2018-11-13 21:00:00,0,0,2,8,10,18,20,33,4,0,0,780000000,585893547,,,0,,20,40,0,,1,28,1,,2,28,,,9373000,36,23726260,,,4,9,0,37,193442690,19,28,28,8,27,20,2791230,3,0,17,31,1462,,2,,33,0,28,,10,,3,8,10,,218955384,11,Tuesday,,23,2,26,2,3,19463539,893,10578,19,20,,283556395,0,,28,,24,0,2791280,26,,24,2792420,18,2,9373,74,36,,2018,40,11106900,,0,8,0,,13,9,3,0,,6,29,20,6,,2795090,0,,37,,,10,4,29,23,27,,31,,20,,1,,1
4252,2018-11-15 21:00:00,0,0,4,22,23,24,29,37,11,0,0,880000000,684485452,,,0,,1,31,0,,3,33,0,,13,37,,,7196000,27,0,,,7,1,0,24,0,11,16,28,28,27,13,2430800,1,0,5,23,781,,2,,22,0,5,,8,,29,29,8,,226017767,11,Thursday,,12,2,20,13,24,0,341,6086,27,29,,311779445,0,,5,,3,0,2430720,7,,16,2428910,37,23,7196,32,23,,2018,1,7668360,,0,37,0,,15,8,21,0,,22,13,24,22,,2431330,0,,8,,,4,20,27,12,11,,31,,21,,33,,0
4253,2018-11-18 21:00:00,0,0,10,16,24,26,28,34,14,0,0,960000000,773378809,,,0,,3,38,0,,2,35,0,,1,24,,,8214000,35,0,,,16,16,0,29,0,6,6,24,17,33,35,3478560,7,0,16,25,997,,6,,28,0,6,,33,,21,16,4,,232035851,11,Sunday,,7,6,26,10,21,4133999,614,9403,24,21,,336242087,0,,3,,2,0,3478440,26,,24,3479530,26,24,8214,42,25,,2018,6,10907480,,0,4,0,,18,21,4,0,,10,14,10,1,,3481380,0,,29,,,34,23,14,23,4,,38,,17,,35,,0
4254,2018-11-20 21:00:00,0,0,2,7,10,18,21,34,33,0,0,1060000000,902771925,,,0,,2,39,0,,4,29,0,,9,41,,,7127000,34,14120430,,,14,38,0,38,0,11,11,33,39,23,21,2563000,4,0,22,21,999,,3,,2,0,18,,23,,41,21,9,,240979461,11,Tuesday,,21,3,28,40,14,10049777,821,10834,4,40,,371611508,0,,2,,9,0,2563000,4,,12,2567430,34,18,7127,50,39,,2018,19,11375700,,0,16,0,,20,20,16,0,,33,19,7,39,,2561520,0,,20,,,10,28,18,21,29,,34,,9,,12,,1
4255,2018-11-22 21:00:00,0,0,1,12,18,29,31,41,37,0,0,1160000000,993614029,,,0,,2,32,0,,13,41,0,,4,40,,,3492000,28,0,,,11,11,0,38,0,29,36,4,24,36,32,2563840,1,0,8,25,385,,2,,18,0,19,,41,,37,1,28,,247277257,11,Thursday,,1,2,22,40,38,0,447,7125,28,37,,397275838,0,,20,,29,0,2563940,12,,34,2564100,41,12,3492,17,25,,2018,28,8051250,,0,24,0,,22,12,11,0,,23,20,31,11,,2999370,0,,22,,,29,20,19,20,34,,2,,23,,13,,0
4256,2018-11-25 21:00:00,0,0,2,8,24,27,32,34,15,0,0,1250000000,1091147503,,,0,,2,40,0,,7,39,0,,5,38,,,8789000,35,0,,,8,8,0,38,0,18,7,35,26,37,13,3469190,3,0,17,33,1193,,4,,27,0,5,,9,,38,24,9,,253553474,11,Sunday,,10,4,28,26,3,4360309,755,10374,39,35,,422917608,0,,35,,22,0,3469520,28,,22,3471630,34,32,8789,62,40,,2018,5,10892700,,0,6,0,,25,10,6,0,,13,13,2,5,,3473000,0,,25,,,8,38,2,25,37,,33,,13,,18,,0
4257,2018-11-27 21:00:00,0,0,5,11,24,27,36,38,21,0,0,1350000000,1219578473,,,0,,5,35,0,,5,39,0,,4,41,,,7494000,32,14532410,,,28,35,0,39,0,15,17,24,11,26,32,2686400,20,0,10,28,901,,2,,24,0,15,,26,,4,38,9,,262298212,11,Tuesday,,39,2,37,41,20,10260352,560,8123,15,24,,457955740,0,,26,,5,0,2686320,37,,17,2684980,27,5,7494,28,28,,2018,5,8529150,,0,8,0,,27,33,6,0,,8,26,11,6,,2688000,0,,28,,,36,33,35,35,9,,15,,11,,39,,1
4258,2018-11-29 21:00:00,0,0,3,6,8,26,34,35,15,0,0,1490000000,1318233523,,,0,,1,37,0,,3,37,0,,2,41,,,7609000,19,0,,,20,19,0,40,0,12,3,33,33,32,19,2725200,19,0,9,15,986,,2,,6,0,2,,37,,17,8,8,,268841348,11,Thursday,,40,2,38,41,38,0,531,8337,27,37,,484818324,0,,2,,32,0,2725440,31,,27,2721360,26,34,7609,51,37,,2018,11,8753850,,0,13,0,,29,27,13,0,,17,11,3,37,,2724030,0,,27,,,35,20,15,31,12,,1,,2,,8,,0
4259,2018-12-02 21:00:00,0,0,1,6,22,24,30,36,28,0,0,1620000000,1418211485,,,0,,7,39,0,,1,34,0,,2,36,,,9161000,37,0,,,13,23,0,39,0,4,3,3,26,22,7,3958900,5,0,22,26,1115,,4,,22,0,17,,22,,34,30,3,,275516656,12,Sunday,,13,4,31,17,39,4634737,1153,12926,4,34,,512079264,0,,26,,1,0,3958760,31,,15,3958250,36,1,9161,46,37,,2018,39,13572300,,0,2,0,,2,20,3,0,,17,25,24,36,,4150800,0,,20,,,6,5,17,23,34,,25,,26,,15,,0
4260,2018-12-04 21:00:00,0,0,7,18,26,30,31,41,3,0,0,1720000000,1564299350,,,0,,16,39,0,,7,41,0,,4,30,,,9797000,37,16104290,,,11,41,0,41,0,22,41,24,16,29,27,2978600,8,0,10,31,1173,,3,,31,0,19,,22,,11,26,14,,285700289,12,Tuesday,,8,3,37,30,34,11367379,528,7842,7,24,,552352420,0,,31,,23,0,2978400,28,,23,2979420,7,30,9797,51,39,,2018,37,9331980,,0,4,0,,4,28,8,0,,11,27,18,8,,2977920,0,,11,,,41,37,16,34,29,,19,,16,,14,,1
4261,2018-12-06 21:00:00,0,0,11,15,16,23,24,33,27,0,0,1820000000,1672293588,,,0,,5,29,0,,11,28,0,,1,38,,,8598000,18,0,,,11,16,0,29,0,14,21,38,15,21,6,3029850,1,0,15,14,1083,,7,,23,0,6,,12,,1,33,12,,293102993,12,Thursday,,1,7,16,28,13,0,695,10128,11,28,,582448318,0,,14,,14,0,3029940,15,,17,3032400,16,24,8598,54,5,,2018,18,10634400,,0,10,0,,6,13,4,0,,10,13,15,4,,3030200,0,,11,,,11,29,13,15,17,,29,,15,,28,,0
4262,2018-12-09 21:00:00,0,0,2,5,9,12,21,35,39,0,0,2000000000,1782377695,,,0,,5,40,1,,7,32,0,,3,40,,,6857000,32,11846420,,,12,35,0,41,0,23,24,31,34,30,27,4948740,7,0,57,27,960,,2,,9,304924210,8,,30,,3,5,11,,300639463,12,Sunday,,17,2,36,22,7,5152827,1628,19303,23,39,,612944534,0,,32,,7,0,4078190,36,,24,4080000,21,35,6857,47,40,,2018,20,20268150,,0,40,0,,9,17,22,0,,31,20,2,34,,7000400,0,,41,,,12,12,5,35,32,,8,,39,,11,,2
4263,2018-12-11 21:00:00,0,0,5,8,10,25,28,40,33,0,0,2090000000,1925409557,,,0,,3,34,0,,10,31,0,,8,35,,,7317000,20,5172460,,,26,38,0,40,0,15,31,8,19,29,12,3103560,16,0,18,12,963,,4,,28,0,5,,10,,31,25,13,,0,12,Tuesday,,29,4,38,14,26,0,790,11147,15,31,,654482153,0,,3,,27,0,3103290,16,,27,3100860,40,8,7317,41,34,,2018,5,11704350,,0,19,0,,11,29,9,0,,14,11,5,9,,3104700,0,,40,,,10,31,20,31,29,,11,,35,,13,,1
4264,2018-12-13 21:00:00,0,0,5,13,15,20,35,40,24,0,0,2220000000,2038864426,,,0,,3,41,0,,16,34,0,,4,36,,,6787000,39,0,,,11,37,0,39,0,22,33,4,27,33,3,3125600,7,0,16,30,813,,4,,35,0,8,,27,,36,40,21,,7551183,12,Thursday,,39,4,37,27,23,0,677,9295,22,34,,685463163,0,,30,,21,0,3125760,7,,27,3130050,5,15,6787,37,12,,2018,8,9852700,,0,6,0,,13,12,6,0,,17,12,20,17,,3127740,0,,12,,,13,11,39,23,34,,41,,34,,16,,0
4265,2018-12-16 21:00:00,0,0,18,20,23,26,30,34,11,0,0,2370000000,2155682046,,,0,,4,37,0,,3,37,0,,1,31,,,11267000,34,0,,,18,4,0,41,0,17,17,1,20,34,4,4356000,4,0,15,33,1366,,4,,18,0,21,,34,,20,26,12,,15113074,12,Sunday,,41,4,34,2,22,5315696,699,11227,12,30,,716603197,0,,34,,3,0,4355800,18,,33,4357540,23,20,11267,58,37,,2018,21,13696940,,0,31,0,,16,19,2,0,,16,30,30,16,,4354770,0,,34,,,34,19,30,22,33,,33,,30,,37,,0
4266,2018-12-18 21:00:00,0,0,1,7,10,16,18,32,17,0,0,2460000000,2316687460,,,0,,4,41,0,,14,41,0,,16,40,,,8525000,35,0,,,35,39,0,39,0,29,14,16,31,34,35,3252960,22,0,16,24,1070,,2,,32,0,15,,32,,17,16,17,,26323269,12,Tuesday,,22,2,38,28,35,12723903,800,11921,29,33,,761022243,0,,18,,17,0,3252940,36,,32,3252800,1,7,8525,41,15,,2018,24,12517050,,0,31,0,,18,36,17,0,,28,18,18,33,,3256000,0,,38,,,10,37,41,37,34,,4,,40,,41,,0
4267,2018-12-20 21:00:00,0,0,3,5,13,17,21,32,23,0,0,2590000000,2434473627,,,0,,7,38,0,,3,32,0,,10,32,,,10707000,34,23584120,,,7,19,0,29,0,13,29,29,25,29,34,3415880,4,0,52,30,1898,,2,,3,0,13,,3,,24,13,5,,34400485,12,Thursday,,13,2,21,25,7,18256052,1675,16727,13,29,,793813448,0,,38,,22,0,3416160,21,,22,3416400,5,21,10707,132,7,,2018,14,17563350,,0,23,0,,20,13,23,0,,24,14,32,32,,3417000,0,,29,,,17,4,13,19,32,,30,,10,,5,,2
4268,2018-12-23 21:00:00,0,0,9,27,28,33,37,40,24,0,0,2810000000,2551865388,,,0,,6,35,0,,13,34,0,,3,21,,,9889000,34,0,,,17,41,0,41,0,26,17,14,14,28,34,4864950,14,0,9,25,1035,,3,,40,0,12,,26,,15,37,17,,42986486,12,Sunday,,21,3,32,13,22,0,752,12538,34,15,,828459600,0,,6,,13,0,4864760,17,,27,4864500,9,33,9889,38,21,,2018,35,15296360,,0,21,0,,23,21,9,0,,13,21,28,3,,4865440,0,,32,,,27,14,12,22,28,,25,,9,,27,,0
4269,2018-12-25 21:00:00,0,0,3,7,8,18,29,33,5,0,0,2860000000,2734428661,,,0,,7,36,0,,13,25,0,,1,41,,,9923000,29,12331350,,,23,28,0,39,0,20,22,8,17,24,9,2534020,19,0,29,25,1614,,2,,8,0,9,,25,,17,33,15,,56047541,12,Tuesday,,23,2,34,1,19,8273663,1043,11920,24,23,,879056163,0,,16,,13,0,2533830,31,,22,2533980,7,3,9923,73,36,,2018,7,12516000,,0,41,0,,25,28,4,0,,8,16,29,23,,2534490,0,,34,,,18,39,29,31,15,,25,,4,,20,,1
4270,2018-12-27 21:00:00,0,0,9,13,15,19,26,30,2,0,0,2990000000,2820012085,,,0,,3,36,0,,7,31,0,,5,38,,,11622000,32,6342200,,,13,7,0,39,0,16,7,37,31,24,6,3805250,7,0,31,30,1619,,3,,26,0,5,,19,,38,13,9,,62481351,12,Thursday,,39,3,37,19,18,0,1026,13911,16,37,,905184076,0,,5,,31,0,3805640,37,,19,3804650,30,19,11622,89,30,,2018,32,14606550,,0,5,0,,27,18,17,0,,19,6,9,31,,3806460,0,,36,,,15,13,3,36,9,,36,,17,,24,,5
4271,2018-12-30 21:00:00,0,0,3,6,12,15,18,41,22,0,0,3200000000,2956157609,,,0,,4,39,0,,8,40,0,,8,32,,,16392000,33,9818390,,,4,9,0,41,0,19,37,32,28,37,4,7407260,1,0,157,23,2245,,3,,3,0,5,,40,,20,12,10,,72083941,12,Sunday,,35,3,35,8,16,0,1817,22502,34,30,,943866874,0,,39,,10,0,5891250,41,,34,5881900,6,18,16392,125,18,,2018,5,23627100,,0,28,0,,30,9,20,0,,27,18,41,27,,5887080,0,,4,,,15,1,33,16,8,,23,,30,,19,,1
4272,2019-01-01 21:00:00,0,0,6,8,22,25,37,41,13,0,0,3290000000,3165989714,,,0,,12,38,0,,7,38,0,,4,39,,,8373000,32,5552300,,,7,7,0,40,0,17,17,9,12,34,38,3331350,5,0,15,22,935,,4,,25,0,15,,10,,11,41,10,,88187571,1,Tuesday,,23,4,32,39,40,0,527,8285,26,26,,1005458739,0,,12,,34,0,3331360,5,,26,3328600,22,8,8373,47,22,,2019,32,10439100,,0,4,0,,1,22,9,0,,11,16,6,12,,3330640,0,,22,,,37,32,15,23,7,,16,,26,,38,,1
4273,2019-01-03 21:00:00,0,0,1,5,9,22,30,32,24,0,0,3470000000,3289409493,,,0,,9,40,0,,11,32,0,,4,36,,,10359000,39,0,,,10,13,0,37,0,15,32,18,31,21,36,4253700,1,0,22,36,1427,,2,,1,0,20,,12,,4,22,12,,97071920,1,Thursday,,37,2,32,30,1,0,1218,16384,21,32,,1040625610,0,,40,,15,0,4253970,10,,20,4252460,32,30,10359,47,24,,2019,20,17203200,,0,32,0,,3,13,18,0,,30,24,5,36,,4250820,0,,32,,,9,24,9,24,11,,39,,31,,20,,0
4274,2019-01-06 21:00:00,0,0,9,13,21,33,38,40,25,0,0,3750000000,3443397017,,,0,,6,41,0,,3,40,0,,5,39,,,14536000,37,0,,,2,17,0,38,0,7,3,9,24,35,18,6170310,1,0,27,26,1918,,3,,13,0,18,,40,,5,40,4,,107992717,1,Sunday,,8,3,23,24,1,7234267,1538,19867,35,26,,1084397527,0,,41,,4,0,6170170,2,,19,6175960,33,21,14536,97,37,,2019,26,20860350,,0,39,0,,6,8,9,0,,15,21,9,26,,6167380,0,,23,,,38,38,6,17,7,,21,,15,,19,,0
4275,2019-01-08 21:00:00,0,0,7,9,13,16,36,37,12,0,0,3910000000,3671434180,,,1,,5,33,0,,14,36,0,,2,40,,,12896000,30,25927170,,,4,17,0,34,0,20,20,15,15,28,7,5132130,2,0,17,23,1377,,2,,9,0,7,,21,,3,36,18,,124716870,1,Tuesday,,4,2,22,35,34,17728094,1100,18238,36,35,,1149124374,1178922800,,30,,18,0,5132380,2,,21,5136210,7,13,12896,41,23,,2019,5,19149900,,0,40,0,,8,6,3,0,,11,10,37,2,,5137000,0,,22,,,16,6,10,17,28,,33,,11,,14,,1
4276,2019-01-10 21:00:00,0,0,6,12,15,24,25,26,8,0,0,4090000000,3858439891,,,0,,5,40,0,,9,41,0,,2,39,,,14761000,36,0,,,5,1,0,30,0,24,41,30,25,30,36,4663960,1,0,28,33,2022,,2,,25,0,7,,9,,23,15,19,,138360234,1,Thursday,,11,2,27,39,5,0,1194,16329,30,30,,0,0,,5,,19,0,4663800,30,,26,4670820,6,24,14761,90,27,,2019,7,17145450,,0,25,0,,10,11,6,0,,23,27,12,2,,4668540,0,,22,,,26,27,33,22,26,,40,,6,,24,,0
4277,2019-01-13 21:00:00,0,0,7,30,31,37,38,41,4,0,0,4350000000,4025543927,,,0,,1,40,0,,7,25,0,,4,40,,,12370000,39,0,,,12,26,0,26,0,20,23,31,34,23,1,5988590,2,0,17,37,1160,,7,,41,0,4,,12,,37,38,12,,149978797,1,Sunday,,15,7,22,40,22,7932004,716,12049,21,37,,44637044,0,,20,,20,0,5988600,16,,21,5985600,7,30,12370,36,4,,2019,39,18796440,,0,26,0,,13,15,26,0,,31,20,37,4,,5985760,0,,2,,,31,12,37,16,7,,40,,34,,25,,0
4278,2019-01-15 21:00:00,0,0,16,26,28,32,35,39,2,0,0,4540000000,4250114303,,,0,,2,30,0,,10,33,1,,8,37,,,12071000,28,0,,,14,21,0,37,195627990,12,10,23,28,32,26,5505600,13,0,24,26,1409,,2,,32,0,13,,16,,15,39,11,,165300756,1,Tuesday,,28,2,28,8,13,18116714,799,12092,11,31,,102443488,0,,13,,12,0,5505630,15,,16,5509190,16,35,12071,57,30,,2019,28,17291560,,0,28,0,,15,15,15,0,,23,19,26,37,,5505110,0,,14,,,28,37,19,21,33,,2,,31,,32,,0
